CUSTOMER_ID,Recency,CITY,GENDER,MARITAL_STATUS,CHILDREN_COUNT,AVG_AMT,AVG_QUANTITY,FREQ_SUBCAT,MEAN_PROFIT,AVERAGE_MONTHLY_SPENDING,DAY_DIFF,TOTAL_TRANS,AGE,MEMBER_MONTHS,SPEND_RANK
85212,2,7288,1,1,0,39.85483871,4.548387,0,6.152261307,272.0015224,77,62,71,42,1
187651,7,7288,1,0,0,35.77884615,3.807692,2,7.267407407,171.493254,60,52,42,20,0
159399,4,7288,1,0,1,43.95703125,4.703125,1,7.852564103,294.2401631,25,64,27,52,1
187028,19,7288,0,0,1,33.91532258,4.064516,2,6.831024096,203.5551088,97,62,72,50,0
64208,3,7288,1,0,0,38.96634615,4.173077,2,7.372068966,210.0447059,112,52,82,16,0
84448,4,7288,0,1,0,33.62890625,4.03125,1,6.465819209,205.4291122,18,64,39,34,0
138642,1,7288,2,1,2,43.47426471,4.720588,2,7.597277228,288.0505993,74,68,41,33,1
191347,35,7288,0,0,0,37.64224138,4.12069,2,7.697385621,194.7914208,58,58,36,36,0
167366,0,7288,2,0,0,33.62916667,4,1,6.765151515,182.6379544,67,60,48,46,0
67070,27,7288,0,0,0,34.8968254,3.555556,2,7.362580645,200.2339691,35,63,26,29,0
147729,0,7288,1,2,3,37.97014925,4.044776,1,6.916402116,261.1509869,22,67,31,39,1
190027,0,7288,2,0,0,38.48106061,4.136364,1,7.805397727,238.3931445,49,66,23,30,0
188138,2,7288,0,0,0,38.94396552,4.37931,2,7.323099415,233.0832718,79,58,32,22,0
184837,1,7288,0,0,0,39.65909091,4.439394,2,6.841237113,274.8867397,108,66,54,23,1
174699,4,7288,2,0,0,37.38175676,4.162162,0,6.753504673,291.1153614,10,74,82,19,1
136908,11,7288,1,2,2,47.81862745,5,2,8.465666667,264.2735345,144,51,53,52,1
147926,10,7288,1,0,0,41.72222222,4.5,2,7.809477124,250.2601504,72,54,25,22,0
142907,46,7288,0,0,0,40.94021739,4.543478,2,8.133333333,229.4989973,34,46,55,32,0
128288,7,7288,1,0,0,40.38311688,4.454545,1,7.403508772,327.4994908,36,77,24,21,1
122668,2,7288,1,0,2,37.98979592,3.918367,2,7.453358209,198.4677143,115,49,67,19,0
69559,5,7288,0,1,1,33.54545455,3.781818,2,6.440268456,183.5889926,70,55,26,33,0
159819,2,7288,1,1,0,36.07857143,4.2,2,6.49175,255.8226739,153,70,77,29,0
198987,12,7288,1,1,2,36.55136986,3.890411,2,7.173484849,267.960655,81,73,49,19,1
137254,7,7288,0,2,1,44.53947368,4.368421,2,7.853030303,265.9884519,62,57,28,32,1
194573,8,7288,1,0,0,37.39453125,4.0625,2,6.97431694,242.4551947,26,64,45,46,0
100325,15,7288,0,2,4,46.18852459,5.245902,1,7.169634703,348.2076667,60,61,78,15,1
152384,7,7288,1,0,0,34.15972222,3.888889,1,6.591071429,223.2063745,28,72,76,43,0
92957,6,7288,1,1,2,39.14035088,3.982456,2,7.8084375,243.0867956,232,57,35,32,0
165698,44,7288,0,1,5,38.87735849,4.679245,0,6.90154321,238.9819863,69,53,51,40,0
71069,2,7288,2,0,1,39.58076923,4.2,2,8.189705882,255.7618889,29,65,30,34,0
150594,6,7288,0,1,1,36.55645161,3.887097,2,7.005988024,230.4339189,90,62,65,42,0
150016,1,7288,0,0,0,39.14615385,4.230769,1,7.091842105,289.5647787,81,65,58,25,1
109090,10,7288,1,1,1,31.1754386,3.684211,1,6.767006803,163.0767271,84,57,69,32,0
152962,0,7288,0,1,3,35.12301587,4.047619,2,7.085329341,201.6214622,137,63,30,52,0
162676,8,7288,2,1,2,37.54824561,3.807018,1,7.366887417,207.6638859,285,57,19,43,0
68402,22,7288,1,1,2,37.1509434,4.113208,2,6.908783784,228.4757514,22,53,32,46,0
114366,25,7288,0,3,0,41.51339286,4.428571,0,7.324550898,246.2357924,58,56,46,48,0
199967,14,7288,0,1,1,37.35267857,4.142857,2,6.846226415,234.5294304,20,56,32,35,0
99274,5,7288,1,3,0,37.55327869,4.196721,2,6.528918919,240.7770627,15,61,65,44,0
103494,2,7288,1,1,2,36.94776119,4.134328,1,6.759183674,252.6363256,112,67,60,34,0
88259,25,7288,1,0,0,38.40416667,4.316667,0,6.99505814,245.3292503,82,60,31,20,0
163965,1,7288,0,1,4,36.17924528,3.830189,2,7.160869565,203.0376094,13,53,70,40,0
199128,19,7288,2,3,0,36.453125,3.859375,2,7.249408284,220.4641532,27,64,80,24,0
166990,12,7288,1,0,0,36.36363636,4.181818,2,7.144,219.318366,42,55,53,50,0
127064,7,7288,0,1,1,33.3362069,3.87931,1,6.284756098,190.536332,101,58,39,17,0
117816,8,7288,1,1,2,36.68534483,3.758621,1,6.891025641,198.1258217,134,58,30,51,0
121795,31,7288,0,1,5,39.96283784,4.77027,2,7.288461539,303.9251979,122,74,32,16,1
153413,0,7288,1,1,0,36.13194444,4.208333,0,6.639423077,246.1833269,50,72,38,44,0
150587,2,7288,1,0,0,43.8362069,4.586207,2,7.387719298,271.8269286,42,58,76,19,1
159118,11,7288,1,0,0,36.69318182,4.378788,2,6.888541667,257.2127817,128,66,35,26,0
162384,13,7288,2,0,0,39.28448276,4.465517,2,7.3990625,279.2388503,51,58,81,37,1
81626,4,7288,0,0,1,38.328125,3.916667,2,8.030991736,181.9272301,68,48,41,27,0
87691,15,7288,1,3,0,40.62264151,4.641509,1,7.235806452,222.9193264,103,53,70,43,0
118496,0,7288,1,1,4,41.02884615,4.615385,2,6.690432099,237.053596,106,52,83,23,0
192129,11,7288,1,1,4,40.68076923,4.323077,2,7.298907104,289.7667924,9,65,42,43,1
185203,12,7288,1,1,4,34.93939394,3.863636,2,6.782122905,233.8961555,20,66,39,44,0
62162,0,7288,0,3,0,32.57916667,4.016667,0,6.257272727,194.3151898,74,60,64,17,0
197623,32,7288,0,1,2,40.92272727,4.381818,0,7.066871166,248.8124849,43,55,50,36,0
195362,2,7288,2,1,2,37.5952381,3.952381,2,7.426035503,204.0204924,63,63,66,44,0
149203,10,7288,0,1,4,37.73287671,3.821918,2,7.82568306,253.1563382,33,73,19,28,0
174834,15,7288,0,1,0,33.80952381,3.603175,1,7.166013072,191.8704806,36,63,79,35,0
130698,11,7288,1,2,2,42.53301887,4.490566,2,7.846381579,228.9837254,189,53,61,13,0
169853,4,7288,0,0,2,33.65322581,3.790323,2,6.454216868,196.2786757,176,62,39,32,0
103419,12,7288,1,0,0,31.5625,3.85,2,6.828525641,191.6951481,119,60,73,40,0
170838,0,7288,1,1,4,28.05172414,3.344828,0,6.300373134,148.4766039,55,58,21,36,0
67685,1,7288,2,3,0,41.875,4.75,2,7.40388601,277.6132997,81,64,59,51,1
156221,48,7288,1,0,0,39.45833333,4.425926,2,6.930696203,224.3971338,129,54,29,13,0
124927,12,7288,1,0,0,41.16393443,4.459016,2,7.347443182,271.1970604,48,61,49,38,1
74675,3,7288,1,1,2,39.38114754,4.229508,1,7.261918605,234.5119371,110,61,32,43,0
190616,8,7288,0,0,0,34.59545455,3.527273,2,7.681060606,163.0071478,209,55,45,51,0
69869,2,7288,0,0,0,42.65,4.716667,2,8.438023952,277.3175496,29,60,67,21,1
151915,19,7288,1,2,0,33.91666667,3.649123,2,7.0875,196.1096231,48,57,47,27,0
151030,7,7288,0,1,1,33.89830508,3.779661,2,6.525,199.1414575,161,59,30,42,0
136367,0,7288,1,1,0,39.58606557,4.409836,2,7.233516484,255.551015,120,61,59,17,0
165691,36,7288,1,0,0,34.22368421,3.754386,0,6.633783784,208.9590548,52,57,42,54,0
170380,0,7288,0,1,2,41.05797101,4.550725,2,8.113368984,279.0498662,77,69,55,26,1
113498,0,7288,0,1,3,34.53968254,3.873016,2,6.811470588,206.5929495,81,63,72,32,0
69902,0,7288,0,1,1,34.73046875,3.75,2,7.060062893,214.7763169,68,64,50,24,0
124087,0,7288,1,3,0,35.05084746,3.847458,2,7.270967742,193.1002639,77,59,38,30,0
100773,14,7288,1,0,0,38.99180328,4.114754,1,7.541104295,224.2540517,97,61,81,32,0
165640,4,7288,0,1,1,41.76530612,4.530612,2,7.848201439,199.0342745,28,49,67,33,0
93003,25,7288,1,2,5,36.23076923,4.115385,1,7.382330827,179.6406125,127,52,66,51,0
159617,37,7288,0,1,0,43.03813559,4.610169,2,7.977380952,249.2317397,46,59,76,16,0
149306,11,7288,0,2,2,32.18253968,3.634921,2,6.178285714,215.8597833,118,63,56,26,0
90689,0,7288,1,0,0,37.86956522,4.115942,2,7.52265625,286.0186165,65,69,26,19,1
191787,3,7288,0,3,0,45.64912281,4.754386,2,7.405681818,297.0094245,182,57,76,36,1
72219,8,7288,0,1,2,36.59126984,3.984127,2,7.462578616,232.4991729,26,63,25,29,0
79809,0,7288,2,0,0,32.421875,3.78125,2,6.392105263,195.2600748,86,64,75,19,0
68458,0,7288,1,0,0,46.83730159,5.380952,2,6.954241071,363.851397,161,63,54,44,1
105801,10,7288,1,1,4,33.7826087,3.898551,0,6.659944751,208.7688524,219,69,32,52,0
100564,1,7288,1,3,0,39.5625,4.411765,2,7.14040404,274.6175736,91,68,78,41,1
76343,7,7288,0,0,0,35.17460317,3.619048,2,7.39044586,214.1249803,9,63,71,40,0
115181,1,7288,1,3,0,36.58490566,4.245283,2,6.28164557,212.6640285,60,53,81,47,0
71440,8,7288,0,1,3,43.17578125,4.625,2,7.821842105,288.9508649,12,64,71,31,1
193790,9,7288,0,2,1,38.19615385,4.138462,2,7.710882353,262.7849046,114,65,48,18,1
172213,4,7288,1,0,0,38.69067797,4.271186,2,6.943712575,247.4737322,68,59,25,43,0
106370,9,7288,0,1,2,34.76071429,3.857143,2,7.274064171,241.341323,59,70,77,28,0
159098,2,7288,0,0,0,37.66304348,4.115942,2,7.988268156,264.8087891,81,69,70,39,1
98664,4,7288,1,1,1,50.545,5.14,1,8.150925926,287.855534,38,50,36,54,1
162267,14,7288,1,0,0,37.99621212,4.515152,2,6.799489796,273.5638502,52,66,36,28,1
160686,18,7288,1,0,0,36.37272727,4.090909,2,6.864052288,207.1038107,85,55,75,13,0
129328,9,7288,1,0,0,34.27542373,3.864407,2,6.889622642,206.0130013,76,59,28,13,0
142506,0,7288,0,1,0,40.70901639,4.229508,2,7.501744186,245.227086,52,61,52,26,0
67335,8,7288,0,1,3,42.86764706,4.970588,0,7.131220657,345.326734,71,68,68,35,1
87824,0,7288,0,0,0,32.17272727,3.709091,2,7.226492537,158.7625283,53,55,58,28,0
144511,4,7288,0,3,0,35.91287879,3.984848,1,6.443298969,267.5068875,77,66,26,19,1
181801,0,7288,1,1,2,40.82142857,4.767857,2,7.153846154,260.8501976,71,56,76,32,1
70210,70,7288,1,0,0,44.23684211,4.736842,2,7.968421053,287.0863647,110,57,73,44,1
87890,0,7288,1,2,0,45.51470588,4.862745,2,7.580645161,236.5034415,71,51,47,14,0
192699,0,7288,1,2,1,39.075,4.185714,2,7.285128205,282.3910998,22,70,21,23,1
89802,4,7288,2,0,0,41.10526316,4.824561,2,7.118956044,254.5531431,46,57,53,19,0
76723,2,7288,0,0,0,33.77314815,3.87037,2,7.257407407,178.3309557,207,54,67,22,0
168427,12,7288,0,0,0,40.25735294,4.352941,2,8.063333333,293.2228286,13,68,82,31,1
140322,1,7288,1,0,0,42.70089286,4.392857,2,7.771597633,251.3122012,27,56,36,38,0
77673,49,7288,1,1,3,33.76736111,3.625,2,6.875274725,258.1680338,96,72,27,30,0
182746,4,7288,0,2,3,39.31854839,4.403226,2,7.320111732,224.382955,66,62,81,43,0
111157,7,7288,1,1,4,36.08962264,3.660377,2,7.695454546,183.611005,113,53,19,21,0
189163,8,7288,0,1,0,38.19047619,4.222222,2,6.759625668,231.3376352,100,63,45,42,0
160715,3,7288,1,0,0,38.79435484,4.241935,2,7.161864407,237.7645217,87,62,82,14,0
77936,25,7288,0,0,0,35.68965517,3.793103,2,6.978571429,205.5804426,36,58,18,53,0
137568,0,7288,0,0,0,37.13114754,4.131148,1,7.065868264,233.7489749,30,61,68,37,0
178016,13,7288,1,0,0,32.15178571,3.482143,1,6.708992806,169.0984703,14,56,42,44,0
65183,9,7288,0,0,0,35.60714286,3.928571,2,7.501933702,243.6765866,77,70,74,23,0
194805,0,7288,1,1,1,36.02777778,4.027778,2,7.018686869,257.4534074,86,72,64,19,0
68680,0,7288,0,1,1,31.6484375,3.40625,2,6.988513514,184.9594595,41,64,24,49,0
179763,10,7288,0,3,0,30.67272727,3.4,2,6.663333333,146.1902476,81,55,57,19,0
70324,4,7288,1,0,0,33.505,4.06,2,6.43,203.9863962,33,50,58,21,0
159580,2,7288,1,1,2,39.4471831,4.605634,2,7.170283019,291.3814695,147,71,82,29,1
189249,12,7288,1,1,2,29.44565217,3.652174,1,6.220762712,129.4117647,76,46,45,21,0
136793,7,7288,1,1,2,37.09322034,4.20339,1,6.857352941,227.4629356,84,59,52,43,0
66157,9,7288,0,0,0,39.38679245,4.622642,2,6.871165644,219.4603668,193,53,62,41,0
68149,7,7288,1,1,3,35.46296296,3.87037,2,7.173357664,172.984556,153,54,32,55,0
171784,14,7288,1,0,0,38.52380952,4.079365,2,7.106609195,256.3920851,128,63,65,49,0
64926,11,7288,1,0,0,38.5625,3.692308,2,8.494047619,187.45,18,52,59,19,0
164271,14,7288,1,3,0,39.78070175,4.122807,2,7.933653846,234.1795607,48,57,46,31,0
82432,0,7288,1,3,0,38.31756757,4.635135,2,7.078959276,322.9300418,122,74,69,32,1
137631,32,7288,1,0,0,36.93269231,3.942308,2,6.846621622,195.6711247,131,52,57,31,0
89137,5,7288,1,0,0,38.93253968,4.238095,2,7.24945055,240.6185971,106,63,49,52,0
179110,1,7288,1,1,1,41.67578125,4.8125,0,7.515445026,283.6915984,51,64,76,16,1
160460,0,7288,2,1,1,36.45238095,4.15873,2,6.841666667,232.9648287,124,63,20,19,0
112987,41,7288,1,1,4,39.78571429,4.160714,0,6.946855346,230.4210216,69,56,38,49,0
130843,7,7288,0,0,0,44.890625,4.921875,2,7.230940594,316.4535118,31,64,74,21,1
163090,10,7288,1,1,1,33.00819672,3.754098,1,6.988607595,181.3590705,60,61,82,54,0
86187,24,7288,1,2,2,40.62254902,4.392157,2,7.324013158,211.5616276,82,51,18,49,0
103909,49,7288,2,0,0,35.43014706,3.735294,2,6.918571429,242.5838726,174,68,40,14,0
171277,0,7288,0,1,4,31.55952381,3.492063,2,6.664649682,180.6421718,89,63,77,41,0
71037,2,7288,0,2,2,38.26102941,4.264706,2,7.225268817,263.5282983,90,68,77,35,1
168448,10,7288,2,1,4,37.28289474,4.263158,0,7.004245283,149.292935,77,38,49,43,0
143550,5,7288,0,1,1,39.55660377,4.660377,2,7.287974684,201.941296,74,53,82,47,0
114720,2,7288,1,1,2,41.83208955,4.537313,2,7.506476684,292.9321494,69,67,77,50,1
66655,6,7288,1,2,3,42.15441176,5.044118,0,7.158409091,317.5154996,53,68,37,16,1
164143,0,7288,1,0,0,40.55645161,4.403226,1,7.018085106,285.6902614,139,62,69,35,1
97390,4,7288,0,3,0,39.5390625,4.671875,2,7.035416667,262.4231902,154,64,35,39,1
123777,20,7288,1,0,0,41.07017544,4.508772,0,7.034857143,264.6714873,115,57,66,38,1
75851,4,7288,0,0,0,35.21,3.98,2,7.000373134,190.2780889,90,50,71,40,0
140215,8,7288,0,0,0,42.5297619,4.357143,2,7.5422,394.6742424,52,84,48,41,1
129795,12,7288,2,0,0,39.1015625,4.359375,1,7.383241758,247.3666743,29,64,53,42,0
89400,14,7288,1,1,2,31.88181818,3.654545,2,5.992333333,188.7659219,16,55,44,45,0
147511,10,7288,0,0,0,40.44758065,4.66129,2,7.170380435,267.0430469,123,62,43,34,1
133982,45,7288,0,1,4,36.95909091,4.236364,1,6.822,213.2540485,171,55,48,16,0
165954,31,7288,2,1,3,42.02966102,4.372881,1,7.926397516,247.3559829,48,59,20,40,0
105624,7,7288,1,0,0,37.9141791,3.701493,2,7.869942197,242.8136107,71,67,70,26,0
85910,37,7288,1,3,0,42.95098039,4.254902,2,7.614864865,222.7891809,65,51,58,22,0
145498,3,7288,0,1,2,45.12280702,4.947368,2,7.533701658,291.5069387,149,57,55,30,1
180581,7,7288,0,1,4,42.18928571,4.7,0,7.521904762,317.4591047,117,70,18,45,1
186229,7,7288,2,1,4,43.83333333,4.606061,2,7.654591837,290.3303632,173,66,58,47,1
151020,22,7288,1,0,0,44.79090909,4.890909,2,7.544186047,272.0806728,43,55,38,19,1
81712,10,7288,0,1,3,34.60344828,3.965517,2,6.204573171,201.9508546,47,58,31,14,0
140755,10,7288,0,1,1,41.85655738,4.918033,0,7.272340426,287.942507,44,61,74,44,1
182700,4,7288,1,0,0,41.825,4.716667,0,6.893401015,287.7351464,69,60,34,22,1
189345,16,7288,2,3,0,41.91818182,4.745455,2,7.208484849,254.8909265,127,55,44,38,0
128342,14,7288,1,0,0,39.17272727,4.254545,0,7.481818182,208.4322422,33,55,82,34,0
137390,7,7288,1,1,4,41.07627119,4.186441,0,7.413109756,243.9421277,85,59,34,21,0
196846,14,7288,1,1,3,35.29166667,3.685185,1,7.817829457,178.8932531,111,54,80,44,0
80751,12,7288,0,1,0,42.59722222,4.791667,2,7.912142857,317.7692872,79,72,52,35,1
67225,19,7288,0,1,2,40.40686275,4.705882,2,7.002564103,229.1303783,96,51,50,31,0
102599,9,7288,1,1,0,33.10357143,3.757143,2,6.592162162,255.4042948,70,70,68,55,0
140354,6,7288,1,0,0,36.70634921,4.349206,2,6.429381443,254.8965662,75,63,67,27,0
116890,13,7288,0,0,0,40.24180328,4.672131,1,6.723834197,292.6639454,52,61,54,22,1
119475,34,7288,1,0,1,35.29230769,3.969231,2,7.203846154,219.1279525,119,65,39,21,0
83859,7,7288,1,1,3,39.33766234,4.25974,2,7.290497738,323.3844133,84,77,49,47,1
152855,74,7288,0,0,0,34.32692308,3.826923,1,6.607857143,197.2318389,86,52,83,20,0
158443,1,7288,0,0,0,31.1557377,3.508197,2,6.287419355,168.6097214,95,61,32,21,0
199907,0,7288,1,3,0,39.51363636,4.563636,2,7.498387097,206.0067568,96,55,26,53,0
163086,15,7288,0,1,4,36.51923077,4.015385,1,6.936338798,234.6037611,43,65,76,44,0
93790,27,7288,1,0,0,37.98809524,4.190476,2,6.684759358,274.9563593,35,63,52,28,1
77640,1,7288,0,0,0,35.39344262,3.918033,2,7.378846154,244.4789263,178,61,79,33,0
136760,27,7288,0,2,3,29.29,3.54,2,6.474806202,133.7348782,112,50,17,37,0
192927,1,7288,0,2,1,46.99275362,4.942029,2,7.866105769,342.5332476,35,69,40,17,1
183446,8,7288,1,0,0,42.25490196,4.784314,2,7.755704698,234.9812964,152,51,53,21,0
162531,4,7288,1,3,0,41.06439394,4.424242,2,7.27357513,275.9970612,43,66,20,39,1
145926,9,7288,1,3,0,34.00877193,4.105263,2,6.842948718,221.2549698,22,57,29,41,0
74357,0,7288,2,3,0,35.32042254,3.985915,0,6.464108911,250.7137354,28,71,73,55,0
184953,3,7288,2,0,0,40.77118644,4.305085,2,7.096910112,267.8692305,47,59,18,52,1
97174,8,7288,0,1,4,39.22033898,4.152542,2,7.211607143,219.2251293,24,59,35,17,0
147284,11,7288,0,1,2,39.20454545,4.254545,1,7.069018405,223.9811643,85,55,46,23,0
110213,14,7288,0,1,1,33.82539683,3.809524,2,6.728143713,212.1315139,31,63,83,44,0
175668,16,7288,2,3,0,39.14705882,4.458824,2,7.230278885,355.5508307,84,85,46,46,1
111884,2,7288,0,0,1,34.9,3.907692,1,6.787125749,227.3433927,11,65,71,31,0
141361,4,7288,0,1,2,40.37903226,3.951613,2,7.995033113,233.9032332,103,62,32,50,0
173266,2,7288,1,1,0,35.78240741,3.777778,2,7.033571429,183.7445878,119,54,76,18,0
165712,0,7288,0,0,2,35.69140625,3.703125,2,7.749342105,190.8214286,73,64,30,27,0
84098,25,7288,1,1,1,34.02040816,3.734694,2,6.81031746,177.8866262,31,49,58,37,0
171584,9,7288,1,3,0,36.14814815,3.888889,1,7.026041667,202.3550205,80,54,61,26,0
66970,12,7288,0,1,4,33.83189655,3.724138,2,6.924503311,188.3939728,27,58,57,18,0
188255,9,7288,0,0,0,34.37916667,3.9,1,7.083333333,207.2381061,62,60,71,44,0
191932,0,7288,1,3,0,40.0859375,4.546875,2,7.011780105,285.35152,61,64,53,38,1
166462,4,7288,0,1,2,34.73571429,4.371429,0,6.781538462,245.9517983,78,70,64,46,0
101106,8,7288,2,1,0,41.20918367,4.204082,1,7.529285714,209.051588,25,49,68,25,0
113698,2,7288,0,1,1,39.52985075,4.567164,2,7.050961539,283.789769,3,67,30,29,1
152704,15,7288,0,1,2,34.66129032,4.080645,0,6.666766467,202.9857143,37,62,82,50,0
72595,0,7288,2,1,2,42,4.590164,0,7.229521277,276.8168462,16,61,43,36,1
77956,2,7288,1,1,0,34.47535211,3.929577,2,6.830208333,223.6776323,45,71,53,40,0
198168,7,7288,0,2,0,42.67857143,4.836735,0,7.683673469,220.3864763,80,49,66,20,0
191323,0,7288,1,1,3,41.97727273,4.636364,2,7.196190476,309.2924532,43,66,18,14,1
105737,16,7288,0,1,2,39.77419355,4.564516,1,7.454395604,247.1265561,33,62,30,33,0
92372,14,7288,1,1,0,35.2755102,4.040816,0,5.973489933,192.2935836,41,49,75,41,0
100068,10,7288,2,1,0,38.17622951,3.934426,1,7.583962264,225.2067493,168,61,22,20,0
186617,0,7288,1,1,3,49.51056338,5.380282,2,7.879113924,415.6037376,110,71,17,17,1
74140,0,7288,0,0,0,37.81578947,4.276316,1,7.116589862,305.7978041,59,76,77,31,1
123623,0,7288,2,1,2,39.0942029,4.42029,2,6.923902439,275.2799077,105,69,81,20,1
144192,0,7288,1,2,1,36.82986111,4.347222,0,6.734931507,275.5159493,54,72,36,20,1
151014,24,7288,1,1,4,37.73979592,4.122449,1,6.912230216,180.5497876,64,49,39,20,0
114292,0,7288,1,0,0,34.81140351,3.929825,2,7.031907895,182.3014644,118,57,47,46,0
88965,9,7288,1,1,3,35.29435484,3.774194,0,6.843251534,218.4333436,54,62,73,24,0
89230,8,7288,2,1,2,37.09016393,4.163934,1,6.694134078,230.5182096,76,61,35,26,0
197735,11,7288,1,0,0,44.10546875,4.984375,2,7.540101523,299.6141674,26,64,44,33,1
120034,73,7288,0,0,0,34.98148148,3.87037,1,6.545723684,196.4859901,47,54,63,36,0
106243,0,7288,1,1,0,33.06896552,3.793103,2,6.603618421,210.5526597,59,58,33,37,0
74844,28,7288,2,0,0,40.20491803,4.442623,2,7.246590909,256.3848821,101,61,68,37,0
177954,4,7288,1,2,1,40.70982143,4.303571,0,7.106060606,274.1205402,13,56,54,17,1
191786,4,7288,1,2,0,32.68981481,3.518519,2,7.446183206,169.4070196,127,54,25,15,0
192449,0,7288,0,1,1,31.29090909,3.472727,1,7.111278196,183.1614209,68,55,31,16,0
91344,11,7288,2,1,2,37.06896552,3.87931,0,7.089869281,205.8568024,24,58,64,15,0
144258,1,7288,0,3,0,33.46078431,3.901961,1,6.58556338,179.5795895,40,51,25,20,0
182211,4,7288,1,1,2,33.84166667,3.7,2,7.432986111,179.2612396,151,60,79,36,0
91193,5,7288,1,0,0,36.12681159,3.753623,2,7.111271676,212.8464347,140,69,48,50,0
71095,11,7288,1,2,2,35.21,3.82,2,7.080384615,169.5455659,29,50,45,20,0
110281,4,7288,1,1,2,32.29435484,3.596774,2,6.987337662,181.4679871,97,62,53,21,0
172725,2,7288,1,1,3,37.64855072,3.811594,2,8.505621302,272.3965585,22,69,66,31,1
86151,10,7288,0,0,0,38.12318841,4.173913,2,6.99575,269.201663,21,69,57,20,1
113223,15,7288,0,0,0,37.65942029,3.811594,2,7.975144509,239.687847,79,69,54,23,0
102456,5,7288,0,1,2,35.4609375,3.9375,2,6.874561404,212.4812847,57,64,54,44,0
95990,0,7288,1,0,0,36.35670732,4.414634,1,6.533134921,307.6556269,56,82,40,17,1
168982,0,7288,0,0,0,38.26315789,4.315789,2,7.021296296,217.5377285,36,57,52,45,0
169155,0,7288,0,0,0,42.62264151,4.603774,2,7.323125,237.8166879,27,53,69,48,0
148733,0,7288,0,0,0,36.84375,4.3125,2,7.446531792,250.1354681,24,64,24,16,0
64855,7,7288,0,0,0,35.05970149,3.820896,2,7.148011364,228.2707694,32,67,27,21,0
178355,8,7288,1,3,0,38.19565217,4.23913,1,7.445634921,165.7669654,175,46,69,32,0
83932,2,7288,2,0,0,37.34191176,4.411765,2,7.285215054,294.1972583,34,68,18,50,1
184626,22,7288,1,0,0,37.54661017,3.864407,2,7.341558442,203.4021258,130,59,68,47,0
144941,27,7288,1,0,0,38.18076923,4.076923,2,7.605142857,248.0467634,96,65,18,19,0
183334,8,7288,1,1,2,33.28813559,3.864407,1,6.734415584,199.5519642,205,59,75,41,0
67265,10,7288,1,1,4,41.13768116,4.666667,1,6.891441441,347.9931608,63,69,80,22,1
132424,10,7288,0,3,0,40.51818182,4.327273,2,7.470700637,244.1413388,12,55,58,22,0
163398,39,7288,2,1,1,52.52232143,5.25,2,8.3075,336.7100251,18,56,18,50,1
92983,0,7288,0,0,0,36.95283019,4.584906,0,6.696153846,212.9426122,118,53,30,17,0
194190,0,7288,0,0,0,36.03424658,3.90411,2,6.820789474,267.2867161,14,73,51,47,1
106008,1,7288,0,1,5,37.75396825,4.047619,2,7.440662651,224.2300291,53,63,68,43,0
196298,4,7288,2,1,2,35.43859649,4.017544,0,6.767834395,190.0645997,144,57,79,32,0
64880,19,7288,1,0,0,30.95652174,3.391304,0,6.820089286,144.4116671,67,46,77,36,0
143262,37,7288,1,1,2,36.75471698,4.245283,0,6.553378378,211.3088235,99,53,21,20,0
196463,49,7288,1,0,0,37.36607143,4.392857,0,6.57969697,226.6148956,88,56,35,39,0
83663,22,7288,0,2,3,38.98684211,4.438596,2,7.342424242,250.1554389,29,57,29,43,0
162981,0,7288,1,1,2,38.10080645,3.83871,2,7.496428571,222.4051655,90,62,54,49,0
171738,24,7288,1,0,0,34.75806452,3.693548,0,7.0534375,199.696763,35,62,59,22,0
194076,1,7288,0,0,0,38.29545455,4.121212,2,7.115322581,271.0120165,116,66,62,44,1
124565,7,7288,0,1,3,40.75,4.625,0,7.003378378,230.7757807,66,48,64,38,0
196233,11,7288,0,0,0,30.93,3.68,2,6.72768595,132.1178637,196,50,34,50,0
81289,24,7288,0,0,0,32.65909091,3.893939,1,6.571891892,215.0606492,37,66,73,24,0
114367,4,7288,1,2,1,40.41666667,4.283333,2,7.393258427,243.3221115,73,60,81,54,0
167654,6,7288,0,0,2,33.83163265,3.795918,2,7.096031746,161.0244119,109,49,59,41,0
182974,5,7288,0,2,1,31.68055556,3.574074,2,7.366423358,172.0402074,69,54,42,23,0
62462,1,7288,2,0,0,41.28716216,4.810811,2,6.672764228,336.8763805,75,74,23,44,1
68281,4,7288,2,2,5,40.40983607,4.393443,2,7.230769231,230.5757412,148,61,36,37,0
92659,24,7288,1,3,0,35.16935484,3.790323,1,6.8,202.5413724,101,62,70,50,0
119924,7,7288,2,0,0,29.98360656,3.491803,2,6.382666667,152.9033947,109,61,39,47,0
108707,9,7288,1,1,1,35.28169014,3.84507,2,7.39,244.4692139,50,71,39,35,0
179776,9,7288,0,3,0,33.84745763,3.898305,2,6.643670886,184.4000319,92,59,35,30,0
173740,25,7288,1,1,2,36.45192308,4.057692,2,7.01862069,197.3786281,10,52,83,19,0
129450,0,7288,0,2,3,35.04166667,3.636364,2,6.628813559,217.4346599,97,66,17,35,0
173594,8,7288,2,0,0,31.60769231,3.461538,2,7.546,206.2048074,73,65,69,53,0
89067,7,7288,1,2,0,34.80603448,3.827586,2,7.072516556,212.9650793,152,58,48,50,0
189381,7,7288,0,1,4,37.23188406,4.434783,0,6.517942584,283.3960414,33,69,54,38,1
