DAY_OF_WEEK,TRUCK_BRAND_NAME,CITY,LOCATION,DAILY_SALES
0,9,4,1305,973.0
5,11,3,1292,5569.0
6,14,4,1027,1789.0
5,10,4,1349,979.0
0,14,4,1295,942.0
3,7,4,342,1749.0
2,14,4,1235,1431.0
0,12,4,1063,987.0
1,10,4,1347,539.0
4,10,4,1873,639.0
1,13,4,1603,653.0
2,8,4,1000,1438.0
0,12,4,961,1261.0
4,2,4,1310,2029.0
2,6,4,1385,1815.25
0,12,4,1621,824.0
1,10,4,1307,1057.0
1,7,4,1849,1718.0
3,8,4,1072,1050.0
2,8,4,983,1722.0
0,8,4,1031,838.0
2,10,4,1028,731.0
6,1,4,1378,523.0
2,9,4,1940,1252.0
5,2,4,1386,1218.0
6,4,4,1943,1751.0
3,3,4,563,766.5
4,10,4,978,677.0
1,9,4,1069,814.0
1,14,4,1403,1098.0
1,5,4,1319,902.0
1,2,4,636,1163.0
2,10,4,1379,697.0
4,12,4,782,1873.0
0,2,4,715,574.0
0,0,4,1308,520.0
1,10,4,1371,721.0
4,10,4,1013,1140.0
2,9,4,1004,464.0
2,1,4,1063,376.0
0,9,3,123,6655.0
1,8,3,1996,9135.0
4,4,3,1120,16774.0
5,10,3,111,8820.0
3,1,1,1802,14353.0
3,12,1,228,25512.0
4,0,1,2073,66123.0
6,3,1,1082,29543.5
6,8,1,313,61945.0
0,9,1,1901,26908.0
3,14,1,493,26517.0
4,14,1,1607,29261.0
6,13,1,1528,28926.5
1,10,1,1906,26376.0
6,7,1,1451,74886.0
1,13,1,154,15932.0
2,13,1,271,16048.5
4,8,1,500,67685.0
6,10,1,1730,25163.0
5,9,3,251,17336.0
0,6,2,788,7311.75
3,13,1,1909,13960.0
1,12,2,1738,5107.0
6,8,1,1364,34910.0
0,5,1,1979,21204.0
1,7,1,752,45314.0
3,13,1,376,13332.0
3,12,0,461,9609.0
3,7,0,1831,10214.0
4,7,0,205,30853.0
5,5,1,321,24663.0
2,2,0,1475,9769.0
4,2,0,280,9285.0
4,0,0,934,9004.0
4,4,0,1587,23857.0
5,11,0,1335,6022.0
0,2,0,1600,12609.0
1,9,0,1741,9213.0
3,5,1,1227,22055.0
3,11,1,1019,23786.0
4,8,1,2060,30829.0
2,10,0,1687,5575.0
1,5,1,1508,22945.0
4,4,1,773,76100.0
5,3,1,1459,32121.5
4,4,0,2050,9404.0
6,1,3,394,4842.0
2,7,1,644,46367.0
3,3,3,111,16289.0
3,7,3,1785,11792.0
0,8,3,143,7824.0
3,2,3,1958,20736.0
6,9,0,1990,27485.0
6,5,3,254,7668.0
2,6,0,16,14257.75
5,14,4,1655,1707.0
3,1,0,671,7866.0
3,11,3,1573,17254.0
1,1,0,1419,7909.0
1,2,1,147,31018.0
1,6,1,1703,44271.75
1,12,1,377,32986.0
3,8,1,1583,61149.0
0,13,0,160,4370.5
6,11,1,813,29730.0
4,1,0,910,4926.0
5,0,1,1966,67901.0
0,11,0,1091,14636.0
1,14,0,2096,8136.0
1,4,0,746,29724.0
3,8,0,1577,14317.0
4,1,0,201,8462.0
1,14,0,551,14652.0
4,12,1,1909,54041.0
1,10,1,317,22943.0
1,4,1,940,38967.0
2,9,1,189,60070.0
4,11,1,2024,48624.0
4,11,1,1928,25866.0
5,6,1,2063,99678.0
5,1,1,1466,15834.0
5,14,3,141,6483.0
2,13,1,1609,42669.0
2,8,1,546,29013.0
2,13,1,1331,13339.0
3,13,3,1626,4160.0
6,1,3,1749,3910.0
3,13,1,737,14085.0
1,9,3,971,14902.0
3,7,1,2005,136371.0
0,1,0,1510,6853.0
2,11,0,205,14132.0
5,5,3,328,7682.0
0,2,0,245,6413.0
3,9,1,674,31084.0
0,9,0,2031,16793.0
1,0,0,529,17784.0
2,14,0,841,10168.0
3,7,0,1824,21033.0
5,13,1,819,14257.5
1,14,3,678,7236.0
2,1,3,540,4930.0
2,5,3,98,7400.0
6,8,0,956,8621.0
1,3,0,504,34751.5
2,11,0,290,15295.0
4,9,1,87,26401.0
2,7,3,685,13319.0
1,11,4,1012,1484.0
2,3,4,991,1028.0
4,6,4,595,2149.25
2,3,4,1307,775.5
6,8,4,1374,6161.0
6,13,0,1086,4544.0
1,6,4,1054,3130.0
4,12,4,1379,908.0
4,4,4,1368,1863.0
2,13,4,726,549.0
1,4,0,460,20960.0
2,3,0,696,26530.5
2,5,0,1580,5250.0
6,3,3,1936,5351.5
1,1,3,1576,4922.0
3,1,4,1051,1011.0
3,7,4,1073,1130.0
0,12,1,1745,27158.0
3,11,0,934,12976.0
5,12,0,695,8909.0
4,1,0,2000,3747.0
2,5,1,925,25657.0
1,14,3,895,8804.0
0,0,0,2044,11350.0
6,7,0,1501,19317.0
3,7,1,332,38719.0
4,11,1,369,53073.0
5,12,0,205,16962.0
0,6,0,430,10886.75
0,1,0,503,3174.0
0,10,0,1917,6812.0
1,5,3,1860,4829.0
2,13,3,1467,3743.5
2,3,3,172,5253.5
5,13,3,1204,4764.0
5,10,3,57,8494.0
5,9,3,1599,6865.0
1,2,3,143,7268.0
2,4,3,1531,8578.0
2,7,3,97,11712.0
1,4,0,292,13135.0
6,1,0,2068,15601.0
1,2,1,2048,35451.0
5,10,0,1610,18638.0
6,4,0,159,23690.0
6,11,0,1453,6707.0
6,7,0,1899,28193.0
3,8,0,1641,7059.0
2,11,3,633,7975.0
2,13,4,563,2062.0
6,1,4,1750,1541.0
0,1,4,966,1028.0
1,8,4,1762,2469.0
2,1,4,1222,635.0
3,8,4,1339,1055.0
4,7,0,1090,7930.0
5,8,4,1271,6871.0
2,10,4,1274,764.0
4,10,4,1232,2425.0
4,6,4,1725,2361.0
6,11,4,2115,986.0
1,0,4,732,1323.0
0,1,0,1225,3832.0
1,1,0,2039,4057.0
2,12,0,1575,13687.0
4,4,4,1388,1599.0
5,9,4,1024,3658.0
2,1,4,1374,1124.0
6,0,4,1318,1616.0
4,14,0,1091,15758.0
4,6,0,937,9636.75
0,11,1,643,30824.0
3,1,0,1647,24021.0
4,2,0,1482,6866.0
0,11,1,819,28573.0
5,9,0,1760,9190.0
0,5,0,1352,4157.0
1,11,1,568,54636.0
2,7,3,699,10001.0
2,2,1,28,29841.0
4,1,0,329,3104.0
6,10,3,2009,8320.0
0,11,3,704,10152.0
1,7,0,1878,14347.0
0,1,0,2039,3715.0
5,7,1,237,40603.0
1,2,3,688,10791.0
1,3,3,1825,16888.5
3,2,4,1219,5482.0
4,14,4,1349,1662.0
6,14,3,1682,6991.0
3,8,1,1450,101424.0
1,9,1,67,27413.0
0,14,0,2,9279.0
3,3,3,1486,10402.0
2,5,1,1099,93922.0
0,12,0,262,8143.0
5,13,1,1528,25639.0
4,12,1,1811,24863.0
2,9,1,1488,29408.0
3,2,1,1885,65610.0
3,13,1,891,12885.0
5,10,1,332,73834.0
6,14,1,1933,33127.0
0,10,1,218,49149.0
5,12,1,1908,27923.0
3,8,1,1548,32825.0
6,6,1,1933,38621.75
2,8,1,1989,62734.0
3,2,1,500,35333.0
6,11,3,156,7852.0
0,5,3,2016,14820.0
0,5,2,367,2974.0
4,13,2,1670,2844.5
3,12,3,1416,6050.0
4,13,3,1842,8519.0
6,7,0,1512,15270.0
2,3,3,913,20126.5
0,13,2,379,6197.0
4,11,0,1741,6545.0
6,14,0,234,6082.0
5,3,3,1960,9076.0
5,10,3,396,8279.0
5,12,3,1606,13732.0
5,7,3,682,15343.0
6,6,3,970,12825.25
0,0,0,747,6023.0
0,9,0,177,14694.0
2,5,0,1505,5927.0
2,4,0,2068,10896.0
3,14,0,1267,6385.0
2,2,0,676,11819.0
1,3,3,1867,20001.0
2,4,3,534,11487.0
3,10,3,444,5474.0
5,0,0,774,9842.0
6,3,3,1913,9065.5
1,3,3,481,14008.0
4,4,3,241,15952.0
3,3,2,2059,16404.0
3,14,1,45,31577.0
3,8,1,816,70243.0
0,3,2,489,5416.0
0,10,2,863,10463.0
4,3,3,191,7322.5
6,3,3,2116,27968.5
2,3,3,548,8155.5
4,14,2,445,6192.0
6,6,2,1281,10520.5
4,3,3,1713,9594.5
5,3,3,266,11957.0
3,3,3,865,6653.5
2,11,0,468,5308.0
3,3,0,103,5028.5
1,3,3,513,5994.0
0,13,3,532,4507.5
6,12,1,1466,31013.0
0,2,1,1455,30148.0
3,10,1,455,28902.0
0,6,3,397,13684.0
1,10,3,1905,20840.0
1,5,3,759,8992.0
4,13,3,629,2855.0
4,2,3,1780,19744.0
4,10,1,1572,48514.0
1,5,1,1197,26250.0
2,10,1,1344,53689.0
2,7,1,515,82054.0
6,14,0,1516,6987.0
0,10,0,834,7231.0
2,12,0,779,6673.0
4,4,0,135,32100.0
5,2,0,1512,10154.0
2,0,1,1084,28174.0
5,11,0,1580,6899.0
5,11,0,1760,11566.0
3,13,3,569,3783.0
4,11,3,299,6938.0
2,9,0,27,5831.0
3,7,0,27,34476.0
5,10,3,397,7292.0
5,5,3,11,5555.0
0,11,3,1931,8159.0
3,2,2,1855,20957.0
4,7,1,61,81517.0
0,5,1,1959,26605.0
6,5,1,369,23217.0
3,6,2,571,8379.5
5,3,3,74,20105.5
1,3,3,1106,6175.5
2,13,3,1184,2683.5
1,10,1,1729,26018.0
6,6,2,1223,17739.0
0,2,2,1456,10017.0
2,9,3,945,18633.0
4,5,2,1182,11527.0
2,3,1,2063,28711.0
2,14,1,2067,78956.0
4,4,3,266,9157.0
6,1,3,1092,3941.0
6,13,3,569,3838.0
5,13,3,11,3458.0
2,13,1,661,14046.0
0,0,0,462,6243.0
0,0,0,1967,14023.0
6,7,1,233,41259.0
0,3,2,1823,11272.5
0,14,2,1835,3771.0
0,14,2,314,6107.0
0,5,2,1934,4243.0
1,14,2,2110,5192.0
3,10,1,1343,49159.0
5,14,0,1637,7107.0
6,12,0,137,8699.0
0,2,0,1243,6546.0
0,3,0,1079,7947.0
1,3,0,2032,6328.0
1,11,0,1826,6845.0
2,1,0,910,9746.0
4,9,2,1567,9691.0
6,4,2,916,16146.0
1,3,2,227,7621.0
6,11,1,1616,25350.0
2,9,3,1465,4369.0
5,10,1,317,51684.0
1,0,0,1089,7639.0
2,9,0,200,10753.0
1,3,0,82,5043.5
2,3,0,1265,15153.5
4,1,0,492,2563.0
5,3,0,561,19937.5
4,10,0,1656,7765.0
6,11,1,1455,27587.0
1,12,1,2076,30431.0
1,2,1,630,37219.0
0,12,3,1098,7773.0
1,9,3,1047,7667.0
2,1,3,299,4527.0
3,3,3,1420,5835.5
5,9,3,1432,17400.0
2,8,1,628,32397.0
0,7,0,331,5064.0
3,7,1,233,44832.0
4,1,2,2013,8530.0
4,4,2,2086,7584.0
2,9,1,148,31620.0
2,3,3,1675,5598.0
2,2,0,1575,14538.0
6,14,3,1360,6987.0
3,12,3,284,23788.0
6,3,3,898,6772.0
0,1,3,449,3306.0
3,14,3,1065,8302.0
3,11,1,478,29101.0
0,1,3,844,3675.0
3,3,0,114,27806.5
2,13,3,243,2622.0
3,12,3,99,17757.0
2,3,3,1415,13243.5
3,5,2,1814,9732.0
4,8,3,1269,6015.0
1,10,1,163,22306.0
6,7,0,1428,7630.0
0,5,2,831,10402.0
4,11,0,658,7732.0
6,1,0,993,6131.0
4,0,1,202,99146.0
4,8,1,643,32432.0
1,6,2,1447,8806.0
3,10,1,2117,80172.0
2,3,3,700,4833.5
2,8,0,1627,16782.0
6,0,0,1854,27363.0
0,14,1,1103,29723.0
3,8,1,1908,29649.0
2,14,2,1593,7133.0
3,13,2,1634,2963.0
2,7,1,2007,47500.0
2,9,3,1463,24213.0
6,3,3,299,10244.5
1,13,3,307,3304.0
4,13,3,2116,5992.0
5,0,0,1413,16597.0
1,2,1,1479,29811.0
0,0,0,763,5758.0
2,3,0,331,9343.0
3,3,0,1903,5445.0
1,2,0,691,4441.0
6,14,1,1514,26007.0
6,11,1,33,25532.0
6,9,1,1142,60537.0
3,1,0,468,4291.0
3,9,0,462,14748.0
4,9,0,1239,9773.0
3,5,0,1727,8188.0
3,6,2,1582,10657.5
5,6,2,1213,15019.75
3,2,0,841,11663.0
1,7,1,1470,82937.0
1,7,1,1588,41175.0
2,8,1,1321,32314.0
0,2,0,1263,10700.0
1,3,0,56,8779.5
2,8,0,280,8520.0
3,7,0,100,13960.0
1,2,0,869,17704.0
5,1,0,101,3376.0
1,12,3,1668,5324.0
2,1,3,30,2467.0
3,5,0,879,7292.0
4,0,0,1336,18712.0
4,7,0,806,15996.0
4,9,0,522,10762.0
5,3,0,721,16412.5
5,0,0,720,26713.0
6,0,0,0,20294.0
0,9,0,269,12777.0
0,3,0,200,10112.5
1,2,0,178,9473.0
3,7,0,32,8472.0
4,2,0,64,33108.0
5,0,0,483,21291.0
3,11,3,1115,5810.0
4,6,3,895,18243.5
5,12,3,172,7089.0
5,4,3,701,12255.0
6,11,1,1279,25751.0
6,11,1,349,31302.0
0,14,3,394,6888.0
5,7,0,1445,18831.0
6,14,0,303,18386.0
6,14,1,812,28906.0
6,12,1,1906,26445.0
4,13,1,1407,13000.5
4,2,1,1611,37734.0
4,3,1,1103,32691.0
3,2,0,1516,17106.0
3,1,0,672,7655.0
6,2,0,32,9796.0
5,10,1,1532,73049.0
0,3,0,113,10081.5
6,13,1,1443,13293.0
6,3,1,674,33039.0
6,6,1,1321,50020.0
5,10,1,933,50864.0
0,0,0,1847,20344.0
0,1,1,748,31125.0
2,1,0,1453,4860.0
6,3,0,1586,8018.5
6,7,0,262,17198.0
0,7,0,206,7104.0
3,1,0,1243,7286.0
6,0,0,968,8797.0
1,2,0,234,6889.0
2,4,0,1907,20590.0
1,13,1,646,14564.0
3,3,0,1452,8465.0
2,7,3,143,10317.0
2,9,3,1880,15552.0
4,7,3,1207,11639.0
5,13,3,1635,10762.0
5,4,3,1277,13490.0
6,11,3,1618,9909.0
3,2,3,1530,10433.0
3,4,3,922,13837.0
4,4,3,898,30731.0
6,5,3,333,4847.0
6,8,3,1431,7516.0
3,0,1,568,32384.0
4,1,1,1005,17421.0
5,13,1,35,13358.0
2,12,1,622,33389.0
1,9,3,852,11696.0
6,6,2,1162,16579.75
2,13,2,1790,3343.0
2,6,2,385,19601.25
3,4,2,164,5436.0
4,4,0,1,16007.0
4,11,0,1575,8297.0
0,5,0,100,6694.0
2,2,0,742,19004.0
2,0,0,692,16725.0
2,9,0,572,7591.0
3,3,0,1878,4345.0
3,6,0,1259,10448.75
3,6,0,149,11335.5
3,12,1,1103,29813.0
3,8,1,1451,30218.0
4,6,1,194,91132.25
5,13,1,1642,16493.5
0,13,1,1775,26582.5
6,0,2,785,11173.0
6,12,2,227,6700.0
0,0,2,1972,11654.0
3,12,2,391,16796.0
3,5,2,409,7968.0
3,9,2,587,9972.0
4,10,2,6,6492.0
5,9,0,695,11153.0
2,10,1,1856,28033.0
6,9,2,768,8141.0
0,2,2,2028,12648.0
0,2,2,1462,18444.0
2,8,0,1748,17658.0
2,9,0,1422,7081.0
1,10,1,585,51784.0
5,6,0,529,23141.75
3,10,1,437,49042.0
3,11,1,340,24920.0
6,5,0,837,16027.0
0,6,0,1748,8081.25
2,14,0,161,6561.0
2,0,0,2052,17342.0
3,12,0,503,6648.0
2,11,1,240,24388.0
3,11,1,1630,58006.0
6,3,0,550,16759.0
0,3,3,1682,12136.5
6,1,0,1969,5822.0
5,2,2,224,10863.0
5,2,2,1107,7838.0
3,1,2,258,1921.0
3,5,3,1938,5148.0
3,8,3,1360,10767.0
0,9,1,180,29874.0
1,5,0,572,5390.0
2,2,0,137,14203.0
2,9,0,1986,5237.0
1,13,2,1449,2763.0
6,3,2,793,7941.5
1,3,2,1669,13086.5
2,5,2,363,14168.0
1,3,2,1934,4870.5
6,6,2,365,22382.75
3,0,2,327,6110.0
2,9,2,1562,16211.0
6,1,2,359,7656.0
6,8,3,289,24603.0
6,4,3,1201,10380.0
1,9,1,69,31032.0
3,8,0,258,7116.0
5,11,0,774,6421.0
2,14,2,1525,5741.0
1,9,3,2057,9808.0
2,3,3,23,7635.0
3,13,3,1987,4376.5
4,2,3,2102,10492.0
4,12,3,638,11038.0
4,3,4,992,1951.0
4,7,4,1624,3101.0
0,8,4,718,2435.0
6,11,0,1199,8270.0
1,3,0,462,8421.0
1,11,0,2039,7287.0
5,5,3,1859,7430.0
0,10,3,1722,11499.0
2,2,3,23,8994.0
2,10,3,299,7826.0
4,13,3,1681,3807.5
6,2,3,575,11164.0
0,3,3,2116,7545.0
5,3,1,86,57044.5
4,4,2,2110,17059.0
5,0,2,1567,20525.0
5,9,2,1809,10053.0
6,9,2,1195,5691.0
1,13,2,226,1920.0
1,11,3,1598,12562.0
3,10,1,1039,22609.0
1,6,2,1581,8039.25
1,9,2,1170,6253.0
3,0,2,295,15463.0
3,5,2,355,4234.0
5,5,2,1533,25773.0
6,3,2,124,18218.0
6,6,2,1193,16536.25
6,4,2,168,10518.0
2,0,2,415,8901.0
2,4,2,1178,15694.0
3,3,2,1809,9029.5
3,4,2,1436,7902.0
1,5,3,307,5611.0
1,7,3,311,8979.0
1,9,3,798,14455.0
1,0,2,1670,8710.0
4,0,0,835,8613.0
4,11,3,777,7383.0
0,12,3,1667,19485.0
0,4,3,1618,7085.0
2,5,3,1805,16491.0
6,14,2,1914,18600.0
6,5,3,1355,5560.0
0,10,3,1769,5210.0
1,11,2,359,3707.0
2,10,2,963,7706.0
2,11,2,53,7084.0
3,1,2,1793,7833.0
5,11,2,1669,6891.0
0,9,2,2013,3832.0
1,2,0,1778,14559.0
6,1,2,1790,4458.0
0,1,2,789,1841.0
0,4,0,178,7953.0
2,0,0,572,11179.0
2,7,0,1080,9152.0
6,10,4,1378,2784.0
0,13,4,1299,844.5
2,9,4,612,1728.0
0,2,4,1027,2008.0
0,6,4,1356,1830.75
4,4,2,417,5885.0
5,0,2,1167,7135.0
5,11,2,325,5951.0
1,13,2,589,2150.0
1,6,2,2058,11755.25
4,12,1,710,32853.0
5,3,1,487,32730.0
5,0,1,1103,35180.0
5,9,1,29,29206.0
6,3,1,1856,32561.5
0,1,1,639,13322.0
0,8,1,1342,65609.0
2,0,2,1157,6966.0
2,5,2,1181,5347.0
1,2,1,2076,35777.0
6,1,2,1669,9681.0
6,4,2,235,22134.0
0,9,2,1794,4107.0
1,12,2,1139,8295.0
1,11,2,1136,5345.0
2,13,2,1122,2421.5
3,9,2,1693,5867.0
6,3,2,362,24017.0
6,7,2,1542,7918.0
1,8,2,654,6510.0
2,1,2,1973,6375.0
2,12,2,1924,13624.0
3,6,2,1136,17481.75
3,5,3,580,7687.0
5,1,2,7,4530.0
6,8,2,7,6526.0
3,11,1,306,28000.0
1,5,2,1855,4438.0
2,0,2,1170,10201.0
4,2,1,321,35054.0
4,10,1,1746,26499.0
4,4,2,1107,11450.0
5,2,2,227,13596.0
4,11,1,341,26399.0
5,1,1,1609,14733.0
5,4,1,107,37453.0
5,7,1,1423,80475.0
6,5,1,744,25049.0
4,11,1,87,28315.0
1,10,1,436,26839.0
6,10,1,1343,27145.0
6,11,1,1496,29059.0
1,11,1,1438,24077.0
2,11,1,1105,27984.0
6,7,2,1127,12430.0
0,3,2,165,8316.0
0,1,2,1923,3836.0
0,11,2,431,5690.0
6,10,1,737,28150.0
1,8,1,318,36402.0
1,7,1,2061,36882.0
1,7,2,91,7840.0
4,10,1,2061,23005.0
5,8,1,1435,64919.0
4,7,2,384,14121.0
5,14,2,442,8354.0
6,7,2,314,15126.0
1,1,2,840,3963.0
3,4,2,60,8994.0
3,11,2,2089,8108.0
3,9,2,431,19881.0
5,9,2,795,26561.0
1,6,2,335,10352.0
1,8,2,1161,17700.0
2,11,2,1281,6390.0
4,8,1,1911,71438.0
0,1,3,1902,2910.0
2,5,1,176,50283.0
2,4,1,2070,41937.0
6,4,4,2115,3150.0
6,5,4,1348,892.0
0,3,4,730,1147.5
5,7,1,758,42626.0
0,10,1,293,21976.0
2,8,1,403,31543.0
3,8,2,1194,10063.0
1,6,2,7,18870.5
2,4,2,1581,11713.0
3,2,2,1807,16346.0
3,7,2,1921,20356.0
4,13,2,1840,4910.0
3,10,1,639,25446.0
6,10,2,386,15287.0
0,4,2,175,10896.0
3,9,2,849,13694.0
4,5,0,120,6005.0
5,13,3,1346,3496.5
2,10,2,587,5453.0
2,4,2,2110,22226.0
3,9,1,816,120895.0
6,7,3,1434,15120.0
0,7,3,36,7038.0
0,9,1,500,27940.0
4,1,0,573,13966.0
0,14,1,381,56014.0
1,1,1,1285,17879.0
1,8,1,272,104960.0
2,4,3,1663,7567.0
3,8,3,1576,10060.0
6,2,0,2050,6365.0
0,3,0,203,10220.0
0,0,0,2034,4814.0
5,5,3,1755,5962.0
6,9,3,140,6384.0
2,5,3,1300,4618.0
3,3,3,1744,21149.5
6,10,0,2090,10827.0
0,10,0,467,8057.0
0,11,0,40,4280.0
1,2,0,150,6707.0
1,9,0,1476,5661.0
3,8,0,2031,15061.0
6,9,2,389,18272.0
5,3,0,1727,5710.5
6,9,0,514,6555.0
0,7,0,1903,9973.0
1,4,0,285,12992.0
1,7,0,1290,11351.0
2,3,0,693,6624.5
3,5,0,751,5296.0
3,7,0,543,25096.0
0,6,2,83,7556.25
1,3,2,1159,12726.5
2,5,2,186,12191.0
4,14,2,2051,6595.0
0,14,2,389,5897.0
2,5,2,2026,4219.0
3,5,2,1182,5891.0
5,2,2,1125,6489.0
3,7,0,807,10857.0
5,4,0,509,13451.0
2,8,1,1632,30411.0
0,0,1,1811,35191.0
1,6,3,2002,8938.25
3,7,3,2006,23721.0
2,9,1,368,59904.0
4,3,0,114,5199.5
5,2,0,2032,18060.0
0,3,0,26,5268.5
5,3,0,1481,7504.0
4,5,2,187,12506.0
6,13,1,1909,13741.5
6,2,1,868,31135.0
3,2,1,1508,76209.0
3,12,1,272,28981.0
3,12,1,914,34301.0
6,4,0,22,21114.0
2,1,0,806,7424.0
5,9,0,2001,5127.0
0,4,0,1831,22692.0
0,4,0,690,9462.0
6,0,0,467,5004.0
5,9,2,418,15917.0
0,6,1,1885,39589.25
4,2,3,1539,12704.0
4,6,1,591,47866.25
1,11,0,1579,6492.0
4,3,0,268,5819.0
5,10,1,948,54293.0
0,0,0,2029,5864.0
2,2,0,937,8084.0
3,0,0,510,6060.0
4,1,0,1971,6363.0
5,7,3,57,18638.0
6,3,3,530,8185.5
6,14,3,74,8075.0
0,6,3,209,10921.25
3,12,0,807,6488.0
3,12,0,1226,7937.0
4,14,0,22,5119.0
4,12,0,1768,6422.0
4,5,0,1248,4616.0
1,12,1,651,26542.0
0,8,3,922,8464.0
1,8,1,1848,28864.0
2,8,1,381,63820.0
3,3,1,758,27108.5
0,2,2,1104,7119.0
0,1,2,382,5333.0
0,0,2,464,8548.0
6,3,3,1732,9047.0
0,7,3,922,7142.0
2,8,1,272,36099.0
2,3,2,655,6095.0
2,14,2,857,5701.0
2,1,2,1970,7964.0
3,5,2,1203,10801.0
2,0,0,1472,5990.0
3,0,0,460,5436.0
2,1,0,2072,5669.0
6,0,0,1409,4126.0
0,1,0,245,4551.0
4,5,1,1407,74337.0
5,14,1,351,53654.0
0,13,3,1996,10208.5
0,5,3,284,8692.0
3,13,3,65,2693.5
4,0,0,1146,7213.0
5,2,0,506,30634.0
2,8,3,1606,7654.0
3,2,3,2017,9734.0
3,1,3,778,8241.0
4,11,3,847,7438.0
2,8,3,2022,14336.0
6,12,3,37,6672.0
0,9,3,548,5736.0
1,13,3,1439,2693.0
5,13,3,127,4833.0
5,4,3,917,11948.0
0,2,0,1742,5653.0
1,2,0,9,16143.0
4,6,2,1818,35607.25
4,5,2,325,6073.0
5,6,2,1464,16344.5
5,5,2,134,24425.0
0,2,2,1793,15845.0
1,13,2,1507,3650.5
0,2,3,2102,10383.0
0,0,3,1541,10727.0
5,11,3,678,17183.0
6,11,3,1863,7557.0
1,13,3,1787,3227.0
5,14,0,692,9709.0
5,11,0,159,9459.0
3,8,0,2000,14778.0
3,7,0,1699,11943.0
6,9,2,1136,6827.0
3,2,3,1431,7573.0
6,10,0,268,9447.0
6,5,0,149,6052.0
5,1,4,1869,1553.0
5,10,4,634,1800.0
5,10,4,1253,2510.0
3,13,4,556,1384.5
3,13,4,563,1777.5
0,4,4,1623,1049.0
1,1,0,178,3195.0
2,7,0,1988,27248.0
4,4,1,250,42738.0
3,1,4,599,400.0
5,8,4,1397,985.0
3,10,4,1602,661.0
5,2,4,602,3523.0
1,14,4,1544,1005.0
6,1,4,1771,1306.0
6,1,4,730,1479.0
2,2,4,1023,2219.0
5,5,1,1238,24715.0
1,1,3,908,2906.0
1,4,3,1204,7812.0
1,11,3,897,7271.0
3,5,3,1118,6370.0
0,1,2,338,7252.0
1,13,2,1558,6996.5
4,1,2,762,4245.0
4,7,0,1353,10459.0
5,4,0,1412,12039.0
0,9,1,1588,63888.0
1,13,1,948,16447.5
5,13,1,500,15652.5
5,12,1,230,25673.0
3,7,3,1184,9710.0
5,2,3,1678,9979.0
1,13,3,1431,4699.0
6,2,1,313,33715.0
6,8,0,508,14130.0
6,7,0,1690,12350.0
0,4,0,1742,9799.0
0,11,0,262,8342.0
1,8,0,934,7731.0
4,14,1,1848,26941.0
4,0,1,151,32440.0
4,9,1,1791,31107.0
5,13,1,69,15893.5
1,14,1,1747,55590.0
1,8,1,568,37668.0
5,10,1,347,27242.0
2,12,1,1927,28625.0
0,14,1,1286,56662.0
5,14,1,661,53827.0
5,9,1,931,57598.0
6,6,1,260,46040.5
3,5,0,25,12002.0
3,9,0,993,12705.0
1,10,1,1695,22958.0
0,9,2,1777,14189.0
3,1,2,1139,2853.0
4,11,0,1411,6715.0
5,2,0,10,6705.0
6,2,0,1699,8790.0
6,6,0,1472,22435.75
6,8,0,248,9453.0
5,3,2,165,9793.0
5,9,2,1107,19847.0
0,2,2,772,6259.0
1,2,2,1582,9746.0
1,14,2,1536,6156.0
2,2,2,2027,16567.0
2,2,1,1205,37431.0
1,7,1,646,82004.0
2,10,1,402,27193.0
0,14,1,78,26229.0
3,12,4,728,822.0
4,1,4,1405,675.0
1,1,4,1846,1802.0
2,4,4,1915,1125.0
3,14,4,620,1418.0
3,7,4,1064,1702.0
5,11,4,979,926.0
5,2,4,1298,4590.0
6,10,4,984,1923.0
1,14,4,1254,1288.0
2,11,4,596,941.0
2,8,1,230,32019.0
2,11,1,1046,28147.0
1,14,1,890,27672.0
3,13,4,1406,1333.5
5,13,4,400,852.5
1,2,4,1322,1295.0
3,9,4,1301,2518.0
4,12,4,985,802.0
5,7,4,1052,2483.0
0,11,4,1324,1138.0
1,13,4,1401,989.5
5,14,4,906,1581.0
5,2,4,1379,1429.0
3,5,2,2023,5380.0
4,9,2,840,5919.0
0,14,1,737,54956.0
1,14,1,1775,26556.0
0,10,4,610,983.0
4,3,0,696,6560.0
4,8,1,1758,35991.0
6,13,3,112,5482.0
5,2,3,541,8074.0
5,0,3,336,6638.0
5,7,3,1749,14650.0
2,10,1,1703,21760.0
3,4,0,1877,19522.0
4,2,0,467,29282.0
5,6,0,16,9891.5
3,7,0,929,8531.0
4,12,0,776,5912.0
4,8,0,943,7726.0
2,2,0,1868,19573.0
3,2,0,1584,6055.0
6,11,0,1474,14301.0
0,14,0,1647,7365.0
5,3,0,780,6476.0
4,12,1,1258,64350.0
2,2,1,1344,31737.0
3,9,1,941,26057.0
4,13,1,352,13131.5
2,12,1,228,32473.0
4,7,1,859,41268.0
0,13,2,1107,5728.0
0,2,2,2110,6301.0
0,1,2,386,6687.0
0,5,1,151,22749.0
1,11,0,1259,12302.0
2,3,0,1263,9655.5
2,0,0,1917,11072.0
2,4,2,1437,9047.0
3,6,2,169,26664.75
3,1,2,1812,4348.0
4,9,2,571,11325.0
4,3,0,736,8292.0
6,14,2,2091,9297.0
1,2,2,864,8969.0
6,2,0,1920,9459.0
0,7,0,20,8880.0
3,2,0,742,23846.0
