DAY_OF_WEEK,MENU_TYPE,TRUCK_BRAND_NAME,CITY,LOCATION,SHIFT,PROFIT
4,4,4,2,856,1,115.75
4,11,11,2,794,0,131.75
4,11,11,2,1057,1,138.75
4,1,1,2,917,0,67.5
4,1,1,2,798,1,74.65
4,14,14,2,956,0,123.75
4,14,14,2,999,1,113.25
4,9,9,2,1058,0,113.75
4,9,9,2,1059,1,105.75
4,4,4,2,976,0,124
4,4,4,2,1023,1,120.75
4,11,11,2,1060,0,150.5
4,11,11,2,1061,1,139.75
4,1,1,2,812,0,66.5
4,1,1,2,1062,1,74.25
4,14,14,2,1063,0,119.5
4,14,14,2,867,1,110.25
4,9,9,2,1064,0,111.25
4,9,9,2,1065,1,113
4,4,4,2,1066,0,121.5
4,4,4,2,892,1,126.5
4,11,11,2,1067,0,140.75
4,11,11,2,1028,1,155
4,1,1,2,875,0,73.15
4,1,1,2,980,1,72.4
4,14,14,2,407,0,120
4,14,14,2,1068,1,123.5
4,9,9,2,1069,0,108.25
4,9,9,2,868,1,110.5
4,4,4,2,1070,0,118.75
4,4,4,2,789,1,119
4,11,11,2,790,0,130.5
4,11,11,2,1069,1,159.5
4,1,1,2,1071,0,63.9
4,1,1,2,922,1,74.85
4,14,14,2,1072,0,134.25
4,14,14,2,918,1,135.75
4,9,9,2,890,0,126.25
4,9,9,2,1064,1,121.75
4,4,4,2,864,0,110.25
4,4,4,2,1072,1,135
4,11,11,2,829,0,158.5
4,11,11,2,1055,1,146.5
4,1,1,2,982,0,65.4
4,1,1,2,1073,1,74.75
4,14,14,2,1066,0,123
4,14,14,2,897,1,128.5
4,9,9,2,1074,0,111.25
4,9,9,2,1075,1,124.75
4,4,4,2,1076,0,112.25
4,4,4,2,926,1,114.5
4,11,11,2,1077,0,139.25
4,11,11,2,1022,1,152.25
4,1,1,2,1078,0,78.15
4,1,1,2,1071,1,81.35
4,14,14,2,1079,0,109.75
4,14,14,2,1080,1,137.75
4,9,9,2,907,0,100.5
4,9,9,2,832,1,112.25
4,4,4,2,1081,0,121.75
4,4,4,2,1082,1,114.75
4,11,11,2,811,0,132.5
4,11,11,2,1083,1,141
4,1,1,2,846,0,60.6
4,1,1,2,1084,1,72.5
4,14,14,2,928,0,114.75
4,14,14,2,1085,1,114.75
4,9,9,2,1086,0,108
4,9,9,2,1087,1,118.75
4,5,5,2,967,0,79
4,5,5,2,805,1,82.25
4,4,4,2,916,0,128
4,4,4,2,1088,1,133.5
4,11,11,2,1032,0,135
4,11,11,2,1089,1,139.25
4,1,1,2,804,0,56
4,1,1,2,1044,1,80.75
4,14,14,2,1084,0,133.25
4,14,14,2,1090,1,129
4,9,9,2,797,0,104.5
4,9,9,2,947,1,121.75
4,5,5,2,895,0,77.5
4,5,5,2,1091,1,83.75
4,4,4,2,1092,0,136.25
4,4,4,2,1006,1,125
4,11,11,2,1093,0,132.25
4,11,11,2,1054,1,121.75
4,1,1,2,1094,0,71.15
4,1,1,2,1076,1,72
4,14,14,2,1095,0,115
4,14,14,2,962,1,131.75
4,9,9,2,1071,0,121
4,9,9,2,862,1,116
4,5,5,2,1030,0,83.75
4,5,5,2,926,1,86
4,4,4,2,895,0,121.5
4,4,4,2,818,1,124.25
4,11,11,2,1096,0,141.5
4,11,11,2,834,1,125.25
4,1,1,2,959,0,69.9
4,1,1,2,1049,1,65
4,14,14,2,1097,0,124.25
4,14,14,2,1076,1,110
4,9,9,2,1098,0,105.25
4,9,9,2,1099,1,112.25
4,5,5,2,1100,0,89.25
4,5,5,2,1101,1,102.75
4,4,4,2,857,0,110.75
4,4,4,2,833,1,147
4,11,11,2,1065,0,149.25
4,11,11,2,805,1,140.25
4,1,1,2,922,0,81.75
4,1,1,2,973,1,72.25
4,14,14,2,1102,0,117.25
4,14,14,2,1103,1,111.5
4,9,9,2,955,0,109.75
4,9,9,2,1104,1,116
4,5,5,2,858,0,88.25
4,5,5,2,1105,1,87.75
4,4,4,2,831,0,110.5
4,4,4,2,1106,1,136
4,11,11,2,1050,0,151.75
4,11,11,2,1107,1,152.5
4,1,1,2,957,0,71.1
4,1,1,2,802,1,80.75
4,14,14,2,962,0,145.25
4,14,14,2,923,1,116.5
4,9,9,2,1108,0,100
4,9,9,2,637,1,112.25
4,5,5,2,1044,0,96.25
4,5,5,2,840,1,86.75
4,4,4,2,1109,0,139
4,4,4,2,905,1,134.75
4,11,11,2,1110,0,139.25
4,11,11,2,1111,1,135.25
4,1,1,2,819,0,69.5
4,1,1,2,1112,1,70.6
4,14,14,2,937,0,116.75
4,14,14,2,1113,1,128.75
4,9,9,2,974,0,101.75
4,9,9,2,940,1,117.5
4,5,5,2,1114,0,91.75
4,5,5,2,871,1,83.75
4,4,4,2,924,0,109.5
4,4,4,2,1102,1,142.25
4,11,11,2,963,0,140.25
4,11,11,2,1115,1,163.75
4,1,1,2,928,0,63.75
4,1,1,2,964,1,71.25
4,14,14,2,1043,0,123.75
4,14,14,2,1116,1,128.75
4,9,9,2,1117,0,92.5
4,9,9,2,819,1,116.25
4,5,5,2,1115,0,73
4,5,5,2,994,1,89.75
4,4,4,2,1095,0,121.5
4,4,4,2,915,1,121.25
4,11,11,2,1118,0,141
4,11,11,2,1119,1,124.75
4,1,1,2,931,0,78.35
4,1,1,2,976,1,75.85
4,14,14,2,812,0,125.75
4,14,14,2,1110,1,107.5
4,9,9,2,1114,0,106.75
4,9,9,2,1111,1,110.75
4,5,5,2,1120,0,75.25
4,5,5,2,987,1,90.5
4,4,4,2,819,0,118.75
4,4,4,2,962,1,116.75
4,11,11,2,823,0,139
4,11,11,2,865,1,150
4,1,1,2,790,0,71.25
4,1,1,2,1024,1,73.35
4,14,14,2,1044,0,129
4,14,14,2,1121,1,131.25
4,9,9,2,815,0,118.5
4,9,9,2,1041,1,113.75
4,5,5,2,1122,0,80
4,5,5,2,898,1,90.75
4,4,4,2,1123,0,123
4,4,4,2,1124,1,110.5
4,11,11,2,830,0,103.25
4,11,11,2,1083,1,131.75
4,1,1,2,1089,0,60.35
4,1,1,2,986,1,69.75
4,14,14,2,1125,0,112.5
4,14,14,2,1126,1,98.75
4,9,9,2,843,0,99
4,9,9,2,890,1,92.25
4,5,5,2,1127,0,86
4,5,5,2,813,1,88.5
4,4,4,2,1071,0,132
4,4,4,2,879,1,124
4,11,11,2,949,0,133.5
4,11,11,2,787,1,150.75
4,1,1,2,829,0,69.85
4,1,1,2,1053,1,70.85
4,14,14,2,831,0,121.75
4,14,14,2,860,1,124.75
4,9,9,2,817,0,97
4,9,9,2,1016,1,111.25
4,5,5,2,1128,0,84.5
4,5,5,2,1088,1,88.5
4,4,4,2,1041,0,133
4,4,4,2,817,1,131.75
4,11,11,2,1004,0,127.5
4,11,11,2,1129,1,141.75
4,1,1,2,1130,0,69.85
4,1,1,2,843,1,74.65
4,14,14,2,1043,0,127.25
4,14,14,2,926,1,131
4,9,9,2,1011,0,104.25
4,9,9,2,1024,1,109
4,5,5,2,1131,0,104.25
4,5,5,2,1110,1,77.5
4,4,4,2,930,0,109.75
4,4,4,2,1121,1,126.25
4,11,11,2,977,0,148.5
4,11,11,2,960,1,140.5
4,1,1,2,1132,0,68.9
4,1,1,2,1131,1,68.95
4,14,14,2,1133,0,110.5
4,14,14,2,939,1,126.25
4,9,9,2,982,0,96.5
4,9,9,2,1124,1,127.25
4,10,10,2,1134,0,95.25
4,10,10,2,802,1,110.75
4,5,5,2,1077,0,86.25
4,5,5,2,1135,1,87
4,4,4,2,1016,0,122.75
4,4,4,2,1037,1,121.5
4,11,11,2,1136,0,130.75
4,11,11,2,790,1,145.25
4,1,1,2,1004,0,71.35
4,1,1,2,946,1,68.85
4,14,14,2,1078,0,144.75
4,14,14,2,867,1,126.75
4,9,9,2,1137,0,107.5
4,9,9,2,1126,1,110.75
4,10,10,2,788,0,110.75
4,10,10,2,1007,1,115.25
4,5,5,2,911,0,86
4,5,5,2,1138,1,90.75
4,4,4,2,1084,0,129
4,4,4,2,794,1,132.25
4,11,11,2,1139,0,131.25
4,11,11,2,974,1,124
4,1,1,2,1130,0,75.75
4,1,1,2,1012,1,68.75
4,14,14,2,1042,0,112
4,14,14,2,908,1,131
4,9,9,2,977,0,121.75
4,9,9,2,1129,1,119.25
4,10,10,2,1127,0,93.75
4,10,10,2,842,1,95.25
4,5,5,2,955,0,100.25
4,5,5,2,1110,1,89.25
4,4,4,2,1140,0,109.5
4,4,4,2,922,1,135
4,11,11,2,1141,0,153.5
4,11,11,2,973,1,127.25
4,1,1,2,958,0,66.85
4,1,1,2,1113,1,69
4,14,14,2,846,0,112.75
4,14,14,2,1142,1,133.75
4,9,9,2,970,0,115.25
4,9,9,2,967,1,117.75
4,10,10,2,1051,0,108
4,10,10,2,1143,1,105.25
4,5,5,2,914,0,89.75
4,5,5,2,1144,1,88.5
4,4,4,2,971,0,135
4,4,4,2,1040,1,119
4,11,11,2,407,0,134.25
4,11,11,2,1145,1,154.75
4,1,1,2,1146,0,68.8
4,1,1,2,990,1,71.25
4,14,14,2,1009,0,105
4,14,14,2,1088,1,141.25
4,9,9,2,879,0,108.25
4,9,9,2,973,1,114.75
4,10,10,2,1067,0,103.75
4,10,10,2,1147,1,104.75
4,5,5,2,845,0,94.25
4,5,5,2,1015,1,83.75
4,4,4,2,1079,0,109.5
4,4,4,2,1148,1,139.75
4,11,11,2,814,0,124.75
4,11,11,2,866,1,140.5
4,1,1,2,637,0,78.05
4,1,1,2,979,1,79.5
4,14,14,2,862,0,127.75
4,14,14,2,788,1,123.75
4,9,9,2,900,0,124.75
4,9,9,2,1127,1,144.5
4,10,10,2,1093,0,111.25
4,10,10,2,1113,1,104.5
4,5,5,2,889,0,73
4,5,5,2,938,1,88.25
4,4,4,2,1131,0,111.25
4,4,4,2,1115,1,116.25
4,11,11,2,1074,0,146
4,11,11,2,1149,1,136.5
4,1,1,2,1021,0,63.9
4,1,1,2,985,1,72.75
4,14,14,2,1150,0,98.75
4,14,14,2,916,1,112.75
4,9,9,2,845,0,103
4,9,9,2,874,1,114.75
4,10,10,2,1015,0,86.5
4,10,10,2,1106,1,96.25
4,5,5,2,1125,0,97.75
4,5,5,2,786,1,94.5
4,4,4,2,1033,0,109.25
4,4,4,2,1151,1,138.75
4,11,11,2,1152,0,127.75
4,11,11,2,986,1,142.75
4,1,1,2,826,0,70.1
4,1,1,2,807,1,71.25
4,14,14,2,955,0,135
4,14,14,2,889,1,130.75
4,9,9,2,1153,0,113.75
4,9,9,2,1027,1,116.25
4,10,10,2,1154,0,112.75
4,10,10,2,1089,1,109.75
4,5,5,2,1155,0,75.25
4,5,5,2,1034,1,90.75
4,4,4,2,851,0,131.25
4,4,4,2,1099,1,129.75
4,11,11,2,1063,0,134.75
4,11,11,2,919,1,134.25
4,1,1,2,1016,0,61.4
4,1,1,2,822,1,80.65
4,14,14,2,1156,0,115
4,14,14,2,863,1,126.25
4,9,9,2,1008,0,109
4,9,9,2,1157,1,120.75
4,10,10,2,886,0,88
4,10,10,2,1016,1,101.25
4,5,5,2,995,0,96
4,5,5,2,1158,1,104.5
4,4,4,2,1159,0,128.5
4,4,4,2,1101,1,141
4,11,11,2,932,0,138.75
4,11,11,2,1113,1,145.75
4,1,1,2,1160,0,68.65
4,1,1,2,1063,1,77
4,14,14,2,1161,0,107.75
4,14,14,2,1139,1,131.25
4,9,9,2,993,0,103.5
4,9,9,2,989,1,114.5
4,10,10,2,1030,0,116.25
4,10,10,2,1005,1,109.75
4,5,5,2,1110,0,90.75
4,5,5,2,849,1,81.25
4,4,4,2,962,0,125.5
4,4,4,2,992,1,133.25
4,11,11,2,1162,0,121
4,11,11,2,797,1,151
4,1,1,2,998,0,68.8
4,1,1,2,1139,1,72.6
4,14,14,2,1163,0,146.5
4,14,14,2,891,1,126.75
4,9,9,2,979,0,107.5
4,9,9,2,1079,1,109.75
4,10,10,2,886,0,107.5
4,10,10,2,1042,1,118.25
4,5,5,2,1132,0,87
4,5,5,2,867,1,83.75
4,4,4,2,1044,0,119.25
4,4,4,2,904,1,149.75
4,11,11,2,1164,0,160.75
4,11,11,2,1124,1,163.5
4,1,1,2,1165,0,65.7
4,1,1,2,847,1,70.85
4,14,14,2,869,0,137.25
4,14,14,2,901,1,137.25
4,9,9,2,1166,0,100.5
4,9,9,2,1167,1,107.25
4,10,10,2,984,0,95.5
4,10,10,2,1117,1,97.5
4,5,5,2,1009,0,90.5
4,5,5,2,1023,1,87
4,4,4,2,958,0,118
4,4,4,2,1010,1,130
4,11,11,2,1096,0,137.75
4,11,11,2,824,1,134.25
4,1,1,2,1054,0,64.35
4,1,1,2,994,1,64
4,14,14,2,1086,0,105
4,14,14,2,838,1,105.25
4,9,9,2,1168,0,121.5
4,9,9,2,1169,1,110.5
4,10,10,2,1103,0,112.5
4,10,10,2,883,1,101
4,5,5,2,1170,0,83.5
4,5,5,2,907,1,96.75
4,4,4,2,1171,0,116.5
4,4,4,2,1008,1,139.75
4,11,11,2,1134,0,154
4,11,11,2,840,1,131.5
4,1,1,2,956,0,65.15
4,1,1,2,982,1,76
4,14,14,2,1133,0,109
4,14,14,2,895,1,119.75
4,2,2,2,1025,0,101.5
4,2,2,2,1152,1,93.75
4,9,9,2,1118,0,113
4,9,9,2,1164,1,120
4,10,10,2,791,0,120.25
4,10,10,2,783,1,103.75
4,5,5,2,1054,0,94.25
4,5,5,2,866,1,80.75
4,8,8,2,1083,0,85.75
4,8,8,2,1172,1,80.25
4,4,4,2,1169,0,131.25
4,4,4,2,1167,1,128.5
4,11,11,2,812,0,164
4,11,11,2,1144,1,148
4,1,1,2,960,0,67.85
4,1,1,2,782,1,67.25
4,14,14,2,1173,0,123.75
4,14,14,2,877,1,113.25
4,2,2,2,1174,0,94.5
4,2,2,2,1080,1,111.25
4,9,9,2,1141,0,113.75
4,9,9,2,1175,1,120.75
4,10,10,2,930,0,107.25
4,10,10,2,1139,1,108.25
4,5,5,2,978,0,88.5
4,5,5,2,854,1,96.75
4,8,8,2,1060,0,83.25
4,8,8,2,907,1,88
4,4,4,2,871,0,113.25
4,4,4,2,1176,1,108
4,11,11,2,850,0,112
4,11,11,2,1177,1,149.5
4,1,1,2,1178,0,65
4,1,1,2,1159,1,83.25
4,14,14,2,1105,0,121.25
4,14,14,2,920,1,123.25
4,2,2,2,1015,0,104.25
4,2,2,2,797,1,95.25
4,9,9,2,945,0,105.75
4,9,9,2,1146,1,119.25
4,10,10,2,1114,0,88.5
4,10,10,2,843,1,97.5
4,5,5,2,788,0,82.25
4,5,5,2,968,1,88.5
4,8,8,2,1056,0,73
4,8,8,2,1101,1,76.25
4,4,4,2,846,0,135
4,4,4,2,1110,1,119
4,11,11,2,947,0,133.25
4,11,11,2,1099,1,147.75
4,1,1,2,782,0,72.6
4,1,1,2,1179,1,91
4,14,14,2,1071,0,123
4,14,14,2,950,1,123
4,2,2,2,809,0,92.25
4,2,2,2,1055,1,110
4,9,9,2,1180,0,117.75
4,9,9,2,1181,1,124.25
4,10,10,2,1182,0,105.25
4,10,10,2,816,1,104.75
4,5,5,2,1125,0,87.5
4,5,5,2,783,1,89.25
4,8,8,2,935,0,71.5
4,8,8,2,1183,1,78.75
4,4,4,2,899,0,115.25
4,4,4,2,1048,1,137.5
4,11,11,2,972,0,125
4,11,11,2,1053,1,136.75
4,1,1,2,1135,0,69.75
4,1,1,2,962,1,71.35
4,14,14,2,811,0,119.25
4,14,14,2,1180,1,128.75
4,2,2,2,922,0,103.75
4,2,2,2,923,1,93.75
4,9,9,2,925,0,112.25
4,9,9,2,1184,1,118
4,10,10,2,1003,0,104.75
4,10,10,2,1145,1,108.25
4,5,5,2,837,0,90.75
4,5,5,2,1185,1,81.5
4,8,8,2,888,0,76.75
4,8,8,2,1096,1,81.25
4,4,4,2,795,0,137.5
4,4,4,2,1186,1,126.25
4,11,11,2,1074,0,136.5
4,11,11,2,1053,1,156.75
4,1,1,2,1115,0,80.5
4,1,1,2,835,1,77
4,14,14,2,1187,0,128.75
4,14,14,2,1119,1,137.75
4,2,2,2,837,0,103.25
4,2,2,2,1188,1,110.25
4,9,9,2,1153,0,113.25
4,9,9,2,896,1,120.75
4,10,10,2,880,0,98.5
4,10,10,2,876,1,110.75
4,5,5,2,955,0,73.75
4,5,5,2,1064,1,92.25
4,8,8,2,1125,0,83
4,8,8,2,886,1,90.75
4,4,4,2,1189,0,103.5
4,4,4,2,1190,1,116.75
4,11,11,2,1036,0,138.75
4,11,11,2,798,1,135.25
4,1,1,2,910,0,64.35
4,1,1,2,995,1,67.4
4,14,14,2,871,0,138.25
4,14,14,2,1027,1,132.75
4,2,2,2,878,0,97.75
4,2,2,2,1127,1,93.75
4,9,9,2,838,0,128.5
4,9,9,2,1191,1,120.75
4,10,10,2,1097,0,88
4,10,10,2,1192,1,102.5
4,5,5,2,856,0,81.25
4,5,5,2,866,1,83.75
4,8,8,2,1193,0,74.75
4,8,8,2,826,1,86.75
4,4,4,2,985,0,120.5
4,4,4,2,830,1,124.5
4,11,11,2,1081,0,143.25
4,11,11,2,1013,1,144.5
4,1,1,2,857,0,75.75
4,1,1,2,1096,1,74.85
4,14,14,2,794,0,136.75
4,14,14,2,1137,1,132.75
4,2,2,2,1064,0,95.25
4,2,2,2,920,1,114.25
4,9,9,2,965,0,106
4,9,9,2,1164,1,119.25
4,10,10,2,1018,0,105.5
4,10,10,2,1194,1,102.5
4,5,5,2,1015,0,77.75
4,5,5,2,1195,1,90.75
4,8,8,2,940,0,74.75
4,8,8,2,1179,1,86.75
4,4,4,2,875,0,120.5
4,4,4,2,1088,1,124.25
4,11,11,2,1196,0,142.75
4,11,11,2,792,1,138.75
4,1,1,2,1054,0,66.35
4,1,1,2,1028,1,74.65
4,14,14,2,881,0,124.75
4,14,14,2,1050,1,142.75
4,2,2,2,820,0,103.5
4,2,2,2,1174,1,96.25
4,9,9,2,821,0,102
4,9,9,2,812,1,135.75
4,10,10,2,822,0,97.25
4,10,10,2,1197,1,104
4,5,5,2,1198,0,99
4,5,5,2,1184,1,90.75
4,8,8,2,809,0,80
4,8,8,2,975,1,84.25
4,4,4,2,1104,0,128
4,4,4,2,987,1,142.25
4,11,11,2,783,0,141.5
4,11,11,2,926,1,142.75
4,1,1,2,817,0,65.65
4,1,1,2,790,1,75.75
4,14,14,2,1022,0,132.75
4,14,14,2,879,1,112
4,2,2,2,959,0,96.25
4,2,2,2,1199,1,101.75
4,9,9,2,1150,0,116.25
4,9,9,2,863,1,121.75
4,10,10,2,1132,0,108.25
4,10,10,2,756,1,102.5
4,5,5,2,783,0,86.75
4,5,5,2,1178,1,96.75
4,8,8,2,996,0,74.75
4,8,8,2,971,1,81.75
4,4,4,2,841,0,127.25
4,4,4,2,1107,1,122.75
4,11,11,2,801,0,133
4,11,11,2,1200,1,158
4,1,1,2,834,0,65
4,1,1,2,1201,1,73.15
4,14,14,2,794,0,121.75
4,14,14,2,914,1,123.75
4,2,2,2,992,0,96.75
4,2,2,2,783,1,104.25
4,9,9,2,848,0,117.75
4,9,9,2,1007,1,113.75
4,10,10,2,1098,0,99
4,10,10,2,939,1,107.75
4,5,5,2,1133,0,93
4,5,5,2,1006,1,78
4,8,8,2,845,0,78
4,8,8,2,1202,1,71
4,4,4,2,939,0,109.5
4,4,4,2,1053,1,134
4,11,11,2,1068,0,135.5
4,11,11,2,962,1,145.5
4,1,1,2,1146,0,76
4,1,1,2,1082,1,69.55
4,14,14,2,799,0,125.5
4,14,14,2,813,1,128.25
4,2,2,2,788,0,96.25
4,2,2,2,960,1,118.25
4,9,9,2,845,0,114.75
4,9,9,2,913,1,123.5
4,10,10,2,980,0,108.75
4,10,10,2,1035,1,92
4,5,5,2,858,0,94.75
4,5,5,2,1118,1,97.75
4,8,8,2,855,0,78.75
4,8,8,2,939,1,96.25
4,4,4,2,1137,0,131.75
4,4,4,2,931,1,124.25
4,11,11,2,1032,0,146.25
4,11,11,2,856,1,153.75
4,1,1,2,867,0,66.05
4,1,1,2,926,1,65.85
4,14,14,2,1088,0,119.5
4,14,14,2,877,1,136.25
4,2,2,2,864,0,93.75
4,2,2,2,967,1,106.75
4,9,9,2,1169,0,107.5
4,9,9,2,1203,1,125.75
4,10,10,2,1152,0,101.25
4,10,10,2,977,1,113
4,5,5,2,1072,0,71.5
4,5,5,2,890,1,91.75
4,8,8,2,1204,0,69.75
4,8,8,2,839,1,81.75
4,4,4,2,1200,0,124.25
4,4,4,2,890,1,159.25
4,11,11,2,1173,0,134.75
4,11,11,2,915,1,140.75
4,6,6,2,1039,0,62.25
4,6,6,2,860,1,68.75
4,13,13,2,841,0,107
4,13,13,2,1162,1,132
4,1,1,2,806,0,63.3
4,1,1,2,999,1,73.35
4,14,14,2,788,0,119
4,14,14,2,1198,1,112.25
4,3,3,2,1148,0,113.25
4,3,3,2,1126,1,110.5
4,12,12,2,1178,0,60
4,12,12,2,863,1,63
4,2,2,2,861,0,93.75
4,2,2,2,973,1,84
4,9,9,2,821,0,100.25
4,9,9,2,998,1,118.75
4,10,10,2,1137,0,103
4,10,10,2,795,1,90.25
4,5,5,2,987,0,73
4,5,5,2,1057,1,83.75
4,8,8,2,1050,0,76.25
4,8,8,2,1129,1,75.5
4,4,4,2,802,0,127.5
4,4,4,2,1110,1,157
4,11,11,2,785,0,151.75
4,11,11,2,1149,1,134.5
4,6,6,2,1182,0,71.25
4,6,6,2,1042,1,63.25
4,13,13,2,897,0,114.75
4,13,13,2,1089,1,134.5
4,1,1,2,1205,0,81.75
4,1,1,2,1072,1,69.2
4,14,14,2,1191,0,126
4,14,14,2,1054,1,126.25
4,3,3,2,1206,0,100.75
4,3,3,2,1053,1,113.25
4,12,12,2,1007,0,59.75
4,12,12,2,808,1,72.75
4,2,2,2,1136,0,110.25
4,2,2,2,1193,1,101.75
4,9,9,2,927,0,118.25
4,9,9,2,924,1,121.75
4,10,10,2,998,0,91.25
4,10,10,2,877,1,113.5
4,5,5,2,1147,0,86
4,5,5,2,1101,1,90.75
4,8,8,2,842,0,72.25
4,8,8,2,1111,1,81.75
4,4,4,2,872,0,118
4,4,4,2,1103,1,121.5
4,11,11,2,989,0,160.75
4,11,11,2,1123,1,132.5
4,6,6,2,1113,0,73
4,6,6,2,995,1,66.25
4,13,13,2,1013,0,111.25
4,13,13,2,1207,1,149.5
4,1,1,2,855,0,73.45
4,1,1,2,907,1,73.55
4,14,14,2,846,0,113.25
4,14,14,2,1092,1,132.75
4,3,3,2,1070,0,116.25
4,3,3,2,1117,1,94
4,12,12,2,987,0,68.75
4,12,12,2,1115,1,59.75
4,2,2,2,1204,0,88.75
4,2,2,2,988,1,101.75
4,9,9,2,1063,0,116.5
4,9,9,2,1059,1,105.25
4,10,10,2,1025,0,94
4,10,10,2,1068,1,115.25
4,5,5,2,879,0,82.25
4,5,5,2,1140,1,94.5
4,8,8,2,1200,0,71.25
4,8,8,2,996,1,84.5
4,4,4,2,954,0,111.75
4,4,4,2,1055,1,118.25
4,11,11,2,963,0,132.25
4,11,11,2,873,1,144
4,6,6,2,1143,0,55
4,6,6,2,851,1,63.75
4,13,13,2,993,0,110
4,13,13,2,916,1,123.25
4,1,1,2,1206,0,61.4
4,1,1,2,1208,1,72.75
4,14,14,2,805,0,121.25
4,14,14,2,1121,1,131.25
4,3,3,2,1069,0,113.75
4,3,3,2,958,1,105.5
4,12,12,2,1054,0,71.75
4,12,12,2,825,1,77.5
4,2,2,2,809,0,96.25
4,2,2,2,1199,1,91.5
4,9,9,2,994,0,100.25
4,9,9,2,1046,1,123.25
4,10,10,2,1209,0,101.25
4,10,10,2,1061,1,101.5
4,5,5,2,1210,0,97.75
4,5,5,2,1006,1,88.25
4,8,8,2,1197,0,77.25
4,8,8,2,949,1,75.5
4,4,4,2,923,0,135
4,4,4,2,1097,1,139.75
4,11,11,2,812,0,149.5
4,11,11,2,846,1,145.75
4,6,6,2,1077,0,66
4,6,6,2,1210,1,61.5
4,13,13,2,1211,0,94.25
4,13,13,2,783,1,124
4,1,1,2,1103,0,62.1
4,1,1,2,1130,1,72.05
4,14,14,2,1110,0,123.75
4,14,14,2,1167,1,128.75
4,3,3,2,849,0,115.5
4,3,3,2,888,1,108.75
4,12,12,2,1037,0,59
4,12,12,2,896,1,65.5
4,2,2,2,894,0,103
4,2,2,2,1073,1,86.25
4,9,9,2,980,0,107
4,9,9,2,1150,1,118.5
4,10,10,2,1062,0,91.5
4,10,10,2,1029,1,96.75
4,5,5,2,889,0,81.25
4,5,5,2,911,1,89.25
4,8,8,2,969,0,68.25
4,8,8,2,1021,1,72
4,4,4,2,1010,0,132.5
4,4,4,2,1212,1,128.75
4,11,11,2,1027,0,154.75
4,11,11,2,1011,1,127.25
4,6,6,2,1178,0,59
4,6,6,2,905,1,56
4,13,13,2,1208,0,111.5
4,13,13,2,1213,1,134.75
4,1,1,2,856,0,61.95
4,1,1,2,893,1,70.9
4,14,14,2,1040,0,132.5
4,14,14,2,904,1,109.5
4,3,3,2,1020,0,101.25
4,3,3,2,999,1,126.75
4,12,12,2,846,0,57.5
4,12,12,2,855,1,65
4,2,2,2,900,0,109.25
4,2,2,2,870,1,100.25
4,9,9,2,1164,0,106
4,9,9,2,834,1,114
4,10,10,2,1136,0,100.5
4,10,10,2,783,1,98
4,5,5,2,1196,0,87
4,5,5,2,1109,1,93.25
4,8,8,2,861,0,76.25
4,8,8,2,1101,1,75
4,4,4,2,1108,0,120.25
4,4,4,2,1161,1,136
4,11,11,2,1203,0,156.5
4,11,11,2,859,1,143
4,6,6,2,1205,0,64
4,6,6,2,1023,1,74.25
4,13,13,2,946,0,144.5
4,13,13,2,1003,1,124
4,1,1,2,836,0,72.15
4,1,1,2,857,1,72.6
4,14,14,2,1123,0,119.75
4,14,14,2,825,1,139.5
4,3,3,2,1212,0,112.25
4,3,3,2,1045,1,130
4,12,12,2,862,0,63.25
4,12,12,2,1141,1,74.25
4,2,2,2,958,0,96.25
4,2,2,2,833,1,109.25
4,9,9,2,1130,0,127.5
4,9,9,2,1187,1,106.75
4,10,10,2,1152,0,99
4,10,10,2,1130,1,117
4,5,5,2,1104,0,88.25
4,5,5,2,1107,1,96.75
4,8,8,2,873,0,77.75
4,8,8,2,1100,1,77.75
4,4,4,2,892,0,129.5
4,4,4,2,1110,1,139.5
4,11,11,2,888,0,110.5
4,11,11,2,1129,1,137.5
4,6,6,2,806,0,72.75
4,6,6,2,1046,1,68.75
4,13,13,2,1202,0,116.25
4,13,13,2,1007,1,135.75
4,1,1,2,1109,0,71.25
4,1,1,2,929,1,74.7
4,14,14,2,822,0,121.5
4,14,14,2,895,1,126.75
4,3,3,2,1009,0,109.75
4,3,3,2,970,1,107.75
4,12,12,2,811,0,61.25
4,12,12,2,1099,1,67.25
4,2,2,2,901,0,113
4,2,2,2,1074,1,92
4,9,9,2,821,0,102
4,9,9,2,1106,1,117.75
4,10,10,2,1121,0,101.5
4,10,10,2,836,1,94.5
4,5,5,2,894,0,93
4,5,5,2,1095,1,82.25
4,8,8,2,902,0,73.75
4,8,8,2,1214,1,85.5
4,4,4,2,1004,0,124.25
4,4,4,2,795,1,111
4,11,11,2,1118,0,130.25
4,11,11,2,1027,1,149.25
4,6,6,2,1093,0,60.75
4,6,6,2,1153,1,69
4,13,13,2,976,0,126.5
4,13,13,2,966,1,115
4,1,1,2,1202,0,76.65
4,1,1,2,1120,1,68.6
4,14,14,2,837,0,117
4,14,14,2,801,1,135.25
4,3,3,2,846,0,100.5
4,3,3,2,844,1,110
4,12,12,2,1215,0,66.25
4,12,12,2,1150,1,65.25
4,2,2,2,855,0,94.25
4,2,2,2,930,1,102.25
4,9,9,2,999,0,108
4,9,9,2,1031,1,107.25
4,10,10,2,876,0,99
4,10,10,2,922,1,114.75
4,5,5,2,927,0,88.25
